review_id,card_id,review_time,review_rating,review_state
1772202672646,10045,11105,3,2
1772202672646,10009,10363,4,2
1772202672646,10014,4378,4,2
1772202672646,10013,13531,4,2
1772202672646,10047,8095,4,2
1772202672646,10034,11981,3,2
1772289072646,10044,13833,1,3
1772289072646,10008,13603,4,2
1772289072646,10039,4015,3,2
1772289072646,10017,11325,2,2
1772289072646,10011,8731,3,2
1772289072646,10037,12767,2,2
1772289072646,10024,13578,1,3
1772289072646,10032,3809,3,2
1772289072646,10007,12080,1,3
1772289072646,10006,14057,2,2
1772289072646,10026,7894,3,2
1772289072646,10049,5960,4,2
1772289072646,10003,7678,2,2
1772375472646,10017,3614,3,2
1772375472646,10042,14596,2,2
1772375472646,10024,10665,3,2
1772375472646,10027,7579,4,2
1772375472646,10031,7961,2,2
1772375472646,10034,5407,3,2
1772375472646,10023,5110,4,2
1772375472646,10037,4156,3,2
1772375472646,10045,10301,4,2
1772375472646,10007,4270,4,2
1772375472646,10044,9549,4,2
1772375472646,10006,12935,1,3
1772375472646,10001,9438,3,2
1772375472646,10003,10001,4,2
1772375472646,10033,12592,2,2
1772461872646,10033,4995,2,2
1772461872646,10032,7472,2,2
1772461872646,10026,13359,2,2
1772461872646,10039,3799,3,2
1772461872646,10013,14246,3,2
1772461872646,10014,10487,3,2
1772461872646,10042,5713,3,2
1772461872646,10009,14522,4,2
1772461872646,10006,11322,3,2
1772461872646,10011,13888,3,2
1772461872646,10020,4214,3,2
1772461872646,10031,9166,2,2
1772461872646,10047,10774,3,2
1772461872646,10002,10974,4,2
1772461872646,10043,8938,3,2
1772548272646,10015,13274,4,2
1772548272646,10037,5735,3,2
1772548272646,10017,11066,3,2
1772548272646,10001,3426,4,2
1772548272646,10012,8355,3,2
1772548272646,10041,4013,2,2
1772548272646,10040,6552,3,2
1772548272646,10031,4706,3,2
1772548272646,10046,8413,4,2
1772548272646,10025,13619,3,2
1772548272646,10024,14568,4,2
1772548272646,10029,6740,3,2
1772548272646,10010,12838,4,2
1772548272646,10008,9613,3,2
1772548272646,10049,14758,3,2
1772548272646,10004,5124,3,2
1772548272646,10048,7994,4,2
1772548272646,10033,6772,2,2
1772548272646,10035,14490,2,2
1772634672646,10033,11630,3,2
1772634672646,10035,3065,3,2
1772634672646,10003,11996,3,2
1772634672646,10028,12383,3,2
1772634672646,10021,3488,3,2
1772634672646,10020,7142,4,2
1772634672646,10023,3325,3,2
1772634672646,10036,7701,3,2
1772634672646,10038,14611,4,2
1772634672646,10022,9647,3,2
1772634672646,10016,7740,1,3
1772634672646,10042,3943,3,2
1772634672646,10006,14304,3,2
1772634672646,10044,14284,3,2
1772634672646,10000,14093,3,2
1772634672646,10007,10128,3,2
1772634672646,10043,11633,3,2
1772634672646,10018,5503,2,2
1772634672646,10019,11812,3,2
1772634672646,10041,4730,3,2
1772634672646,10005,8265,2,2
1772634672646,10026,5302,3,2
1772634672646,10027,9735,3,2
1772634672646,10030,11434,2,2
1772634672646,10032,14207,3,2
1772721072646,10025,7307,1,3
1772721072646,10002,8006,1,3
1772721072646,10004,13769,3,2
1772721072646,10031,4983,4,2
1772721072646,10016,10522,3,2
1772721072646,10012,13752,3,2
1772721072646,10018,7490,1,3
1772721072646,10005,6056,3,2
1772721072646,10040,5768,2,2
1772721072646,10030,9925,3,2
1772721072646,10029,13732,3,2
1772807472646,10033,13280,3,2
1772807472646,10022,11155,3,2
1772807472646,10021,14954,3,2
1772807472646,10036,8833,3,2
1772807472646,10015,11212,3,2
1772807472646,10041,5322,3,2
1772807472646,10000,12232,3,2
1772807472646,10048,3370,3,2
1772807472646,10046,10252,4,2
1772807472646,10002,7609,4,2
1772807472646,10035,9499,1,3
1772807472646,10028,9203,3,2
1772807472646,10025,7019,1,3
1772807472646,10034,9675,4,2
1772807472646,10019,12669,2,2
1772807472646,10018,13341,2,2
1772807472646,10010,11686,3,2
1772893872646,10016,14184,4,2
1772893872646,10040,12073,3,2
1772893872646,10018,13045,3,2
1772893872646,10005,10593,2,2
1772893872646,10039,5876,3,2
1772893872646,10038,13528,2,2
1772893872646,10011,11263,3,2
1772893872646,10035,9935,3,2
1772893872646,10025,11306,4,2
1772893872646,10030,7496,2,2
1772980272646,10037,9086,4,2
1772980272646,10019,5403,3,2
1772980272646,10017,11554,3,2
1772980272646,10045,6961,2,2
1773066672646,10002,3280,4,2
1773066672646,10005,7523,2,2
1773066672646,10006,14648,3,2
1773066672646,10042,11936,3,2
1773066672646,10035,12838,3,2
1773066672646,10018,6653,3,2
1773066672646,10013,6301,1,3
1773066672646,10014,14272,3,2
1773066672646,10043,9088,1,3
1773066672646,10032,12072,3,2
1773066672646,10026,7039,4,2
1773066672646,10047,6906,3,2
1773066672646,10030,12182,4,2
1773153072646,10043,13860,2,2
1773153072646,10049,5132,4,2
1773153072646,10004,3809,3,2
1773153072646,10008,5111,3,2
1773153072646,10001,9678,2,2
1773153072646,10029,7987,3,2
1773153072646,10025,12895,3,2
1773153072646,10024,9375,4,2
1773153072646,10038,8069,4,2
1773153072646,10013,3711,4,2
1773153072646,10012,8997,3,2
1773239472646,10000,5634,4,2
1773239472646,10021,9573,2,2
1773239472646,10020,8700,3,2
1773239472646,10005,6551,3,2
1773239472646,10007,5078,2,2
1773239472646,10041,5429,1,3
1773239472646,10043,9978,3,2
1773239472646,10044,9656,2,2
1773239472646,10036,11272,3,2
1773239472646,10028,11889,4,2
1773239472646,10033,7864,4,2
1773239472646,10022,3051,3,2
1773239472646,10023,5389,3,2
1773239472646,10003,10871,3,2
1773239472646,10027,9736,2,2
1773325872646,10031,3107,4,2
1773325872646,10040,11357,2,2
1773325872646,10041,8831,3,2
1773325872646,10009,9474,1,3
1773412272646,10043,8178,2,2
1773412272646,10048,13579,3,2
1773412272646,10015,5997,4,2
1773412272646,10019,8756,3,2
1773412272646,10013,5391,2,2
1773412272646,10009,4878,4,2
1773412272646,10010,12231,3,2
1773498672646,10041,9939,3,2
1773498672646,10018,10490,4,2
1773498672646,10016,10328,3,2
1773498672646,10035,10569,2,2
1773585072646,10043,4843,3,2
1773671472646,10045,7622,4,2
1773671472646,10009,12282,3,2
1773671472646,10013,9958,1,3
1773671472646,10005,4156,4,2
1773671472646,10046,3477,3,2
1773671472646,10030,14726,3,2
1773757872646,10025,12582,3,2
1773757872646,10021,12046,2,2
1773757872646,10013,8795,2,2
1773844272646,10001,12620,4,2
1773844272646,10040,8504,3,2
1773844272646,10013,5563,3,2
1773930672646,10027,7970,2,2
1773930672646,10002,5092,3,2
1773930672646,10039,14600,3,2
1773930672646,10011,5901,4,2
1773930672646,10044,14735,2,2
1773930672646,10041,11878,3,2
1773930672646,10007,4364,3,2
1774017072646,10035,9016,3,2
1774017072646,10017,4715,3,2
1774017072646,10038,5182,1,3
1774017072646,10043,12247,1,3
1774017072646,10013,3756,3,2
1774103472646,10038,5107,3,2
1774103472646,10043,9005,3,2
1774103472646,10042,10261,3,2
1774103472646,10032,11997,2,2
1774103472646,10006,12833,4,2
1774189872646,10029,14200,4,2
1774189872646,10004,5044,4,2
1774189872646,10012,8481,3,2
1774276272646,10034,3835,3,2
1774276272646,10022,14632,1,3
1774276272646,10009,14714,2,2
1774276272646,10038,11545,3,2
1774276272646,10043,6383,4,2
1774276272646,10036,4385,3,2
1774362672646,10022,6498,3,2
1774362672646,10021,9267,4,2
1774449072646,10019,7244,3,2
1774449072646,10013,13262,2,2
1774449072646,10037,14022,4,2
1774535472646,10026,9119,3,2
1774535472646,10022,7459,3,2
1774535472646,10014,10509,3,2
1774535472646,10047,6276,2,2
1774621872646,10008,9493,2,2
1774708272646,10028,7476,2,2
1774708272646,10027,4325,1,3
1774708272646,10020,4166,2,2
1774708272646,10038,9908,3,2
1774708272646,10023,11156,1,3
1774708272646,10033,6724,1,3
1774708272646,10044,5227,1,3
1774708272646,10000,13646,2,2
1774708272646,10003,8261,3,2
1774794672646,10033,9510,3,2
1774794672646,10027,8011,3,2
1774794672646,10023,9632,4,2
1774794672646,10044,12247,3,2
1774881072646,10043,7839,2,2
1774881072646,10048,5910,2,2
1774881072646,10010,12771,4,2
1774967472646,10027,14112,2,2
1774967472646,10009,8756,3,2
1774967472646,10013,13541,2,2
1774967472646,10033,13676,2,2
1774967472646,10022,12124,4,2
1774967472646,10018,9113,3,2
1774967472646,10016,13994,3,2
1774967472646,10044,11982,3,2
1774967472646,10041,3617,4,2
1775053872646,10023,14409,1,3
1775140272646,10023,5622,2,2
1775140272646,10030,4988,1,3
1775140272646,10027,8482,1,3
1775140272646,10033,7969,2,2
1775140272646,10005,10807,3,2
1775140272646,10040,6380,3,2
1775226672646,10027,6894,3,2
1775226672646,10049,10725,3,2
1775226672646,10025,7712,3,2
1775226672646,10023,12532,2,2
1775226672646,10024,14360,3,2
1775226672646,10030,5621,4,2
1775313072646,10035,5172,2,2
1775313072646,10033,8313,3,2
1775313072646,10032,7508,2,2
1775313072646,10023,4355,2,2
1775399472646,10031,6796,3,2
1775399472646,10023,6626,2,2
1775399472646,10027,12300,3,2
1775399472646,10044,5087,4,2
1775485872646,10023,4160,3,2
1775485872646,10015,7508,2,2
1775485872646,10030,14404,4,2
1775572272646,10043,10796,2,2
1775658672646,10007,9298,3,2
1775745072646,10038,12177,3,2
1775745072646,10033,10614,3,2
1775831472646,10046,11977,3,2
1775831472646,10027,3281,3,2
1776090672646,10045,5948,4,2
1776090672646,10002,3648,3,2
1776263472646,10047,8417,3,2
1776263472646,10001,6445,4,2
1776349872646,10043,10842,2,2
1776349872646,10008,4102,1,3
1776436272646,10022,10673,1,3
1776436272646,10021,14611,2,2
1776436272646,10008,10005,4,2
1776436272646,10000,7991,3,2
1776436272646,10028,11227,4,2
1776436272646,10020,11938,3,2
1776522672646,10039,7759,1,3
1776522672646,10022,5150,3,2
1776609072646,10039,9517,3,2
1776609072646,10017,9337,3,2
1776609072646,10048,3334,2,2
1776695472646,10042,11895,1,3
1776695472646,10022,12604,2,2
1776695472646,10008,7938,1,3
1776695472646,10009,14499,3,2
1776695472646,10032,13828,4,2
1776781872646,10042,13634,3,2
1776781872646,10033,12840,3,2
1776781872646,10008,7658,2,2
1776781872646,10039,5201,1,3
1776781872646,10012,5291,3,2
1776868272646,10036,10848,4,2
1776868272646,10035,3079,2,2
1776868272646,10022,11773,2,2
1776868272646,10027,10096,2,2
1776868272646,10008,10271,2,2
1776868272646,10044,12926,3,2
1776954672646,10008,5115,3,2
1777041072646,10019,9073,4,2
1777127472646,10008,14022,3,2
1777213872646,10043,3488,3,2
